image_id,source,quality_label,quality_label_es,fruit_type,product_type,size_label_manual,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,blur_score,brightness_mean,brightness_std,skin_tone_ratio,border_std,foreground_ratio_border,image_hash,exists,valid_image,validated_width,validated_height,image_mode,validation_error,object_area_ratio,bbox_width_ratio,bbox_height_ratio,bbox_area_ratio,diameter_px_normalized_base,normalized_diameter,estimated_diameter_px_original,estimated_distance_cm,estimated_diameter_cm,skin_noise_ratio,fruit_color_ratio,segmentation_confidence,blur_score,touches_border,needs_review,review_reason
img_e74887b323d3,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0166.jpg,IMG-20260603-WA0166.jpg,3024,4032,0.75,False,True,RGB,906.163,53.404961,154.366425,55.231678,0.752319,38.067938,0.83964,e74887b323d3d21d406ef4336775371a,True,True,3024,4032,RGB,,0.11992730034722222,0.390625,0.40625,0.15869140625,76.66197395773855,0.3992811143632216,1609.9014531125094,100.0,46.10501177198795,0.4391818576388889,1.0,0.8186825686095776,349.56561450531456,0,True,posible_mano_visible
img_0f00b9f50e3e,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0168.jpg,IMG-20260603-WA0168.jpg,3024,4032,0.75,False,True,RGB,937.255,60.909966,163.078705,51.020123,0.682231,40.708809,0.82432,0f00b9f50e3efd9f1df85cbee9af8fac,True,True,3024,4032,RGB,,0.10064019097222222,0.3802083333333333,0.375,0.142578125,71.07819165374707,0.370198914863266,1492.6420247286885,100.0,42.74688863000279,0.3654242621527778,1.0,0.7593898054902963,367.83045672192986,0,True,posible_mano_visible
img_2466eab177da,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0170.jpg,IMG-20260603-WA0170.jpg,3024,4032,0.75,False,True,RGB,977.6,90.283127,138.675003,53.848412,0.662537,48.155279,0.820028,2466eab177daba7dd43f2adfcc4e3c46,True,True,3024,4032,RGB,,0.117919921875,0.4427083333333333,0.3854166666666667,0.1706271701388889,80.2282226371885,0.41785532623535676,1684.7926753809584,100.0,48.24977701686042,0.3834635416666667,0.9995399125833908,0.8032258389018417,541.5864689879947,0,True,posible_mano_visible
img_4eb70399509b,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0172.jpg,IMG-20260603-WA0172.jpg,3024,4032,0.75,False,True,RGB,1171.236,80.142853,145.404495,41.552254,0.839945,36.543401,0.701538,4eb70399509b56d1e9dc9dd0fbd0191c,True,True,3024,4032,RGB,,0.12150065104166667,0.40625,0.3854166666666667,0.15657552083333334,76.88271743071661,0.40043081995164903,1614.537066045049,100.0,46.237768338181425,0.526611328125,0.9964277740567091,0.8280799976750394,447.6844536397192,0,True,posible_mano_visible
img_e84f91f60bc7,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0174.jpg,IMG-20260603-WA0174.jpg,3024,4032,0.75,False,True,RGB,1174.022,77.764786,148.190903,44.120972,0.899129,32.38066,0.706014,e84f91f60bc757f3637fc512ca0f1717,True,True,3024,4032,RGB,,0.15657552083333334,0.4479166666666667,0.5208333333333334,0.23328993055555555,93.57720281555936,0.48738126466437165,1965.1212591267465,100.0,56.27794087039104,0.5492621527777778,0.9961884961884961,0.8693230717135589,424.11146213316624,0,True,posible_mano_visible
img_94d981ba29cc,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0176.jpg,IMG-20260603-WA0176.jpg,3024,4032,0.75,False,True,RGB,1043.835,59.921566,154.610519,44.620968,0.721761,33.072307,0.82546,94d981ba29ccbb94593ab100f801e8e7,True,True,3024,4032,RGB,,0.1418728298611111,0.4270833333333333,0.5052083333333334,0.2157660590277778,90.07133127816027,0.46912151707375144,1891.4979568413657,100.0,54.1694868330352,0.3617078993055556,0.9954110898661568,0.8353329384349416,345.0539809068044,0,True,posible_mano_visible
img_5abaad86a1f8,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0178.jpg,IMG-20260603-WA0178.jpg,3024,4032,0.75,False,True,RGB,996.992,64.103683,146.35878,52.839764,0.623169,36.335758,0.840597,5abaad86a1f80f7fe6a41e2d88635289,True,True,3024,4032,RGB,,0.13566080729166666,0.421875,0.484375,0.204345703125,87.05839553714648,0.4534291434226379,1828.226306280076,100.0,52.35748760269628,0.3773600260416667,0.9884023195360928,0.7989690046002367,374.75151867336695,0,True,posible_mano_visible
img_a613ac1af65b,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0180.jpg,IMG-20260603-WA0180.jpg,3024,4032,0.75,False,True,RGB,1009.458,58.907654,151.169769,51.269485,0.629801,31.183791,0.840942,a613ac1af65b2d84b93dd2f908075a40,True,True,3024,4032,RGB,,0.14754231770833334,0.4635416666666667,0.4479166666666667,0.20762803819444445,86.39786845031966,0.44998889817874826,1814.355237456713,100.0,51.96024229916868,0.3597819010416667,0.990990990990991,0.8389401480791423,348.82715384091864,0,True,posible_mano_visible
img_e4718f5372d4,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0182.jpg,IMG-20260603-WA0182.jpg,3024,4032,0.75,False,True,RGB,992.51,57.664631,145.324966,50.29599,0.697998,37.481254,0.793864,e4718f5372d491381165a9e60c5bfb0e,True,True,3024,4032,RGB,,0.1636013454861111,0.4635416666666667,0.484375,0.22452799479166666,90.58321960093163,0.47178760208818554,1902.2476116195642,100.0,54.477339813188394,0.378662109375,0.9993367600729564,0.8806047096081463,399.4865840209855,0,True,posible_mano_visible
img_ab2eb1fc8015,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0184.jpg,IMG-20260603-WA0184.jpg,3024,4032,0.75,False,True,RGB,915.53,55.713333,141.706894,50.382103,0.74528,32.687143,0.855428,ab2eb1fc801581b94ce4efdb18f507dc,True,True,3024,4032,RGB,,0.166748046875,0.4791666666666667,0.4635416666666667,0.2221137152777778,90.4106418561812,0.4708887596676104,1898.6234789798052,100.0,54.37355043049277,0.3984375,1.0,0.9095052445910237,362.30918110741504,0,True,posible_mano_visible
img_c78fb73a59ec,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0186.jpg,IMG-20260603-WA0186.jpg,3024,4032,0.75,False,True,RGB,1053.512,106.205566,145.299911,48.054058,0.78123,30.248084,0.46816,c78fb73a59ec4554b628d7cc4eb51be1,True,True,3024,4032,RGB,,0.15855577256944445,0.4791666666666667,0.4791666666666667,0.22960069444444445,89.42038434434734,0.4657311684601424,1877.8280712312942,100.0,53.778003096092434,0.4996473524305556,0.9996578272027374,0.85298217209095,706.0039464897579,0,True,posible_mano_visible
img_64a37d4c2ef7,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0188.jpg,IMG-20260603-WA0188.jpg,3024,4032,0.75,False,True,RGB,1046.443,104.018303,141.30751,51.002998,0.708333,40.925833,0.561442,64a37d4c2ef7998f74f4f849e44e059c,True,True,3024,4032,RGB,,0.1286078559027778,0.4375,0.4322916666666667,0.18912760416666666,81.16250574575362,0.4227213840924668,1704.4126206608262,100.0,48.81166097959938,0.4852159288194444,0.9997890740350137,0.8146531853896701,594.6025044645792,0,True,posible_mano_visible
img_e15b4bcd8fb6,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0190.jpg,IMG-20260603-WA0190.jpg,3024,4032,0.75,False,True,RGB,1083.511,92.335823,147.076218,53.085384,0.827616,30.675431,0.529785,e15b4bcd8fb6ad01e08ab65eb3fad706,True,True,3024,4032,RGB,,0.1892361111111111,0.53125,0.53125,0.2822265625,98.51024770588684,0.513074206801494,2068.715201823624,100.0,59.244706282219255,0.5259874131944444,0.9988532110091743,0.9052046595427865,434.45039558116304,0,True,posible_mano_visible
img_f6655fef6a65,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0192.jpg,IMG-20260603-WA0192.jpg,3024,4032,0.75,False,True,RGB,1027.87,67.680161,161.799652,50.724808,0.693481,34.374958,0.749044,f6655fef6a65fd508593d644c54159ed,True,True,3024,4032,RGB,,0.13004557291666666,0.4479166666666667,0.3854166666666667,0.1726345486111111,82.45738686870408,0.42946555660783375,1731.6051242427857,100.0,49.59041094304106,0.3727213541666667,0.9993742177722152,0.8443623458715533,429.66456001702653,0,True,posible_mano_visible
img_67dde3e85500,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0194.jpg,IMG-20260603-WA0194.jpg,3024,4032,0.75,False,True,RGB,958.351,133.379608,153.140701,44.550232,0.582845,26.793064,0.502055,67dde3e855009697d3fd26e2104017a4,True,True,3024,4032,RGB,,0.1379123263888889,0.4583333333333333,0.4375,0.20052083333333334,84.60514940861725,0.44065181983654816,1776.708137580962,100.0,50.882089360305905,0.2863226996527778,1.0,0.8183897488997678,643.2912499698591,0,True,posible_mano_visible
img_68134c37ac3a,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0196.jpg,IMG-20260603-WA0196.jpg,3024,4032,0.75,False,True,RGB,1120.278,85.877792,153.896255,46.609756,0.624369,31.552747,0.605774,68134c37ac3a73f9b7f766adcb8a79e4,True,True,3024,4032,RGB,,0.1682400173611111,0.5104166666666666,0.4583333333333333,0.2339409722222222,93.8883471830309,0.4890018082449526,1971.6552908436488,100.0,56.465065124887424,0.3088921440972222,1.0,0.8436935801514625,481.6410578945536,0,True,posible_mano_visible
img_d40a18a388a7,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0198.jpg,IMG-20260603-WA0198.jpg,3024,4032,0.75,False,True,RGB,1119.914,71.29644,146.124786,47.134338,0.631327,36.582445,0.76591,d40a18a388a782d80efe6f49fc569aba,True,True,3024,4032,RGB,,0.171875,0.4947916666666667,0.4635416666666667,0.22935655381944445,92.6680314399032,0.4826459970828292,1946.0286602379672,100.0,55.73115926781335,0.3198513454861111,1.0,0.9151255987970701,520.4804035439903,0,True,posible_mano_visible
img_74dd7d787c85,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0200.jpg,IMG-20260603-WA0200.jpg,3024,4032,0.75,False,True,RGB,1046.364,51.30365,154.640259,55.450848,0.679728,37.775945,0.810323,74dd7d787c85981b0b88f0cccb6389fe,True,True,3024,4032,RGB,,0.1606987847222222,0.4791666666666667,0.4479166666666667,0.2146267361111111,89.68184860340858,0.46709296147608637,1883.3188206715802,100.0,53.935249408959585,0.3318142361111111,1.0,0.8817005062419058,366.29288514381574,0,True,posible_mano_visible
img_32af229dde9f,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0202.jpg,IMG-20260603-WA0202.jpg,3024,4032,0.75,False,True,RGB,1001.444,43.564476,145.122314,61.201122,0.76652,43.36814,0.825928,32af229dde9f4e9106854586c8bddf86,True,True,3024,4032,RGB,,0.19007703993055555,0.484375,0.515625,0.249755859375,96.95437473621692,0.5049707017511298,2036.0418694605553,100.0,58.3089941177778,0.4375271267361111,1.0,0.9435721887876677,271.13886167311375,0,True,posible_mano_visible
img_5bee7a7d9aa7,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0204.jpg,IMG-20260603-WA0204.jpg,3024,4032,0.75,False,True,RGB,1231.231,101.580971,154.55838,43.926781,0.498678,21.768816,0.510518,5bee7a7d9aa78e1672758fbbdc68206b,True,True,3024,4032,RGB,,0.13319227430555555,0.4583333333333333,0.40625,0.18619791666666666,83.98019460797755,0.43739684691654973,1763.5840867675286,100.0,50.506237461992704,0.2601725260416667,0.9975560081466395,0.7840220804152684,514.7759872248143,0,True,posible_mano_visible
img_e551043e6cb4,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0206.jpg,IMG-20260603-WA0206.jpg,3024,4032,0.75,False,True,RGB,1218.683,97.843384,151.585495,43.696381,0.509786,26.563096,0.543477,e551043e6cb49fe3e0bd6aedfb935f06,True,True,3024,4032,RGB,,0.15467664930555555,0.5677083333333334,0.4270833333333333,0.2424587673611111,98.29256650937936,0.5119404505696842,2064.1438966969667,100.0,59.113791389093095,0.2705620659722222,0.9980708523325149,0.8413556135564932,507.1925978123406,0,True,posible_mano_visible
img_95aad82b5129,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0208.jpg,IMG-20260603-WA0208.jpg,3024,4032,0.75,False,True,RGB,1210.726,93.570633,150.398666,42.910816,0.568197,28.414435,0.611938,95aad82b5129a379d386c35b8c8c4182,True,True,3024,4032,RGB,,0.1692165798611111,0.4947916666666667,0.4635416666666667,0.22935655381944445,92.3542370169504,0.48101165112995004,1939.4389773559585,100.0,55.5424412526446,0.2846408420138889,0.997755690926579,0.8956774712924375,516.7291955881649,0,True,posible_mano_visible
img_d4cb45a31a35,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0210.jpg,IMG-20260603-WA0210.jpg,3024,4032,0.75,False,True,RGB,1182.971,72.166626,150.48877,47.485657,0.711141,36.755999,0.844604,d4cb45a31a353b716a2e65527eb671ad,True,True,3024,4032,RGB,,0.19420030381944445,0.5260416666666666,0.4895833333333333,0.2575412326388889,98.51291639197348,0.5130881062081952,2068.7712442314432,100.0,59.24631124745936,0.3198513454861111,0.999301578432742,0.9529630923729332,493.23464607898103,0,True,posible_mano_visible
img_8ce11d282f11,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.34 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.15.34 PM.png,330,352,0.9375,False,True,RGB,114.765,288.494873,171.425262,77.321243,0.556169,125.883799,0.995508,8ce11d282f11c0b1bb517a6051464003,True,True,330,352,RGB,,0.23719618055555555,0.7604166666666666,0.6145833333333334,0.4673394097222222,127.78130508190318,0.6655276306349124,234.26572598348915,100.0,76.84851134004009,0.2880316840277778,1.0,0.8670225677540301,1441.7984343634712,0,True,posible_mano_visible
img_6525d4ab531d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.50 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.15.50 PM.png,504,484,1.041322,False,True,RGB,237.407,336.022552,133.477051,77.976311,0.597148,124.389309,0.99341,6525d4ab531d5eeb9d6223fdedbb1ddc,True,True,504,484,RGB,,0.5763075086805556,0.96875,0.828125,0.80224609375,176.31094352120812,0.9182861641729589,462.8162267431713,100.0,106.03455281567334,0.0923122829861111,0.9929865850788421,0.7390028812318725,1626.6826131424787,1,True,objeto_toca_borde
img_3c2bae457ad5,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.18.57 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.18.57 PM.png,520,492,1.056911,False,True,RGB,304.968,333.604553,145.757233,70.596817,0.683723,123.231487,0.99632,3c2bae457ad5c7ebe00f5a97372e57b9,True,True,520,492,RGB,,0.19783528645833334,0.5677083333333334,0.65625,0.37255859375,112.66313572552258,0.5867871652370967,305.1293259232903,100.0,67.75634556133105,0.4313693576388889,1.0,0.8753904594048147,1755.953042415925,0,True,posible_mano_visible
img_4244ee0cf983,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,404,392,1.030612,False,True,RGB,188.935,289.560974,156.089661,71.236092,0.680459,121.462191,0.996173,4244ee0cf9836e4cca108fd168c6260d,True,True,404,392,RGB,,0.320556640625,0.8020833333333334,0.640625,0.5138346354166666,139.89772657707402,0.7286339925889272,294.3681330059266,100.0,84.13540635238579,0.3694118923611111,1.0,0.9029223055758763,1564.7416577331815,0,True,posible_mano_visible
img_994d819673b0,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.40 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.40 PM.png,320,318,1.006289,False,True,RGB,96.869,283.983582,176.676193,80.123367,0.486605,123.723659,0.998093,994d819673b05e58758d36811a353442,True,True,320,318,RGB,,0.3836534288194444,0.734375,0.734375,0.539306640625,137.9362893663856,0.7184181737832583,229.89381561064266,100.0,82.9557852048967,0.1213107638888889,0.9949798486883971,0.7024000457699551,1646.2243554386089,1,True,objeto_toca_borde
img_4d414233fcfd,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,336,330,1.018182,False,True,RGB,117.872,286.744843,149.282776,81.500732,0.576802,122.245474,0.988857,4d414233fcfde42c1d3a302caef19a37,True,True,336,330,RGB,,0.3324652777777778,0.8125,0.75,0.609375,142.01367121711158,0.7396545375891228,248.52392462994527,100.0,85.40794927688165,0.2727593315972222,1.0,0.8892718742246869,2053.9101009538144,0,True,posible_mano_visible
img_b4350503aa9d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,328,324,1.012346,False,True,RGB,115.954,307.767883,133.721176,83.791183,0.583498,122.470407,0.99228,b4350503aa9d7f35d7e8670d5a97924a,True,True,328,324,RGB,,0.5328504774305556,0.9166666666666666,0.8072916666666666,0.7400173611111112,167.9658238650382,0.8748219992970739,286.94161576944026,100.0,101.01574335743445,0.10872395833333333,0.9968436593188413,0.6810747877677219,2638.9009291919665,1,True,objeto_toca_borde
img_fc274147b098,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.38 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.33.38 PM.png,310,308,1.006494,False,True,RGB,118.426,296.877747,136.062531,74.198341,0.672367,123.343985,0.987605,fc274147b098c5644e9819410165f6ee,True,True,310,308,RGB,,0.4003092447916667,0.8802083333333334,0.8072916666666666,0.7105848524305556,154.6331596323948,0.8053810397520563,249.66812232313745,100.0,92.99739202021408,0.3226996527777778,1.0,0.8880373493297191,1695.5912083159258,0,True,posible_mano_visible
img_b8615196e45d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,400,338,1.183432,False,True,RGB,158.734,446.882812,168.678131,76.460312,0.56816,125.88896,0.994828,b8615196e45d7a9207097e09958cf7c7,True,True,400,338,RGB,,0.3360188802083333,0.734375,0.6822916666666666,0.5010579427083334,134.063296609988,0.6982463365103541,279.29853460414165,100.0,80.62654206898459,0.21964518229166666,0.9996770808105272,0.8777992317445422,1953.7071413927608,0,True,posible_mano_visible
img_cd82f2171fca,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,384,390,0.984615,False,True,RGB,191.165,354.723267,144.860199,84.01236,0.504635,115.560176,0.995319,cd82f2171fca097fb667b563f2b27c07,True,True,384,390,RGB,,0.4875217013888889,0.8541666666666666,0.9270833333333334,0.7918836805555556,165.9715716899575,0.8644352692185286,337.12975499522616,100.0,99.81638707606483,0.1388888888888889,0.9926552414867572,0.6706921439389657,2434.738892713447,1,True,objeto_toca_borde
img_b96cff6fd2c9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.35.10 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.35.10 PM.png,362,318,1.138365,False,True,RGB,111.961,298.260986,176.937851,75.646484,0.582222,122.035737,0.998368,b96cff6fd2c920994205c4a18015ea5f,True,True,362,318,RGB,,0.3129069010416667,0.734375,0.5625,0.4130859375,132.08513248425572,0.6879433983554986,249.03551020469047,100.0,79.43686124555461,0.20054796006944445,1.0,0.9510819313497797,1441.6687813680849,0,True,posible_mano_visible
