path,folder,filename,quality,size,width,height,mode,megapixels
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0190.jpg,Apple_Bad,IMG-20260603-WA0190.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0192.jpg,Apple_Bad,IMG-20260603-WA0192.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0194.jpg,Apple_Bad,IMG-20260603-WA0194.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0196.jpg,Apple_Bad,IMG-20260603-WA0196.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0198.jpg,Apple_Bad,IMG-20260603-WA0198.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0200.jpg,Apple_Bad,IMG-20260603-WA0200.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0202.jpg,Apple_Bad,IMG-20260603-WA0202.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0204.jpg,Apple_Bad,IMG-20260603-WA0204.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0206.jpg,Apple_Bad,IMG-20260603-WA0206.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0208.jpg,Apple_Bad,IMG-20260603-WA0208.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0210.jpg,Apple_Bad,IMG-20260603-WA0210.jpg,bad,,3024,4032,RGB,12.193
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.20 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.15.20 PM.png,bad,,368,396,RGB,0.146
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.34 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.15.34 PM.png,bad,,330,352,RGB,0.116
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.50 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.15.50 PM.png,bad,,504,484,RGB,0.244
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.16.54 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.16.54 PM.png,bad,,380,324,RGB,0.123
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.17.15 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.17.15 PM.png,bad,,370,338,RGB,0.125
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.17.25 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.17.25 PM.png,bad,,538,466,RGB,0.251
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.18.13 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.18.13 PM.png,bad,,290,342,RGB,0.099
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.18.57 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.18.57 PM.png,bad,,520,492,RGB,0.256
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.19.15 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.19.15 PM.png,bad,,484,478,RGB,0.231
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.19.46 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.19.46 PM.png,bad,,436,434,RGB,0.189
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.04 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.20.04 PM.png,bad,,492,394,RGB,0.194
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.34 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.20.34 PM.png,bad,,512,470,RGB,0.241
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.46 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.20.46 PM.png,bad,,420,338,RGB,0.142
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.56 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.20.56 PM.png,bad,,442,360,RGB,0.159
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.22.00 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.22.00 PM.png,bad,,418,408,RGB,0.171
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.02 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.23.02 PM.png,bad,,238,254,RGB,0.06
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,bad,,404,392,RGB,0.158
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.40 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.23.40 PM.png,bad,,320,318,RGB,0.102
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,bad,,386,360,RGB,0.139
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,bad,,336,330,RGB,0.111
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.35 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.24.35 PM.png,bad,,424,404,RGB,0.171
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,bad,,334,300,RGB,0.1
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,bad,,328,324,RGB,0.106
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,bad,,258,252,RGB,0.065
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.38 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.33.38 PM.png,bad,,310,308,RGB,0.095
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,bad,,400,338,RGB,0.135
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,bad,,384,390,RGB,0.15
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.34.49 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.34.49 PM.png,bad,,286,270,RGB,0.077
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.35.10 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.35.10 PM.png,bad,,362,318,RGB,0.115
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,bad,,250,230,RGB,0.058
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.36.06 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.36.06 PM.png,bad,,240,242,RGB,0.058
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,bad,,464,396,RGB,0.184
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,bad,,300,266,RGB,0.08
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,bad,,386,386,RGB,0.149
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,bad,,226,202,RGB,0.046
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,bad,,588,440,RGB,0.259
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.13 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.38.13 PM.png,bad,,182,192,RGB,0.035
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,bad,,200,208,RGB,0.042
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.20 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.39.20 PM.png,bad,,458,452,RGB,0.207
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,bad,,344,322,RGB,0.111
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.35 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.39.35 PM.png,bad,,334,358,RGB,0.12
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.44 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.39.44 PM.png,bad,,232,202,RGB,0.047
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.53 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.39.53 PM.png,bad,,276,232,RGB,0.064
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.40.13 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.40.13 PM.png,bad,,382,408,RGB,0.156
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.40.55 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.40.55 PM.png,bad,,408,354,RGB,0.144
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.41.14 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.41.14 PM.png,bad,,428,326,RGB,0.14
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.41.23 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.41.23 PM.png,bad,,396,400,RGB,0.158
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.41.32 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.41.32 PM.png,bad,,414,404,RGB,0.167
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.42.18 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.42.18 PM.png,bad,,448,400,RGB,0.179
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.42.37 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.42.37 PM.png,bad,,380,404,RGB,0.154
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.13 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.43.13 PM.png,bad,,458,420,RGB,0.192
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.26 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.43.26 PM.png,bad,,478,426,RGB,0.204
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.34 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.43.34 PM.png,bad,,396,366,RGB,0.145
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.48 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.43.48 PM.png,bad,,398,346,RGB,0.138
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.54 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.43.54 PM.png,bad,,474,428,RGB,0.203
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.44.26 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.44.26 PM.png,bad,,340,352,RGB,0.12
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.44.59 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.44.59 PM.png,bad,,390,374,RGB,0.146
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.18 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.45.18 PM.png,bad,,292,310,RGB,0.091
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.35 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.45.35 PM.png,bad,,244,240,RGB,0.059
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.44 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.45.44 PM.png,bad,,330,290,RGB,0.096
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.55 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.45.55 PM.png,bad,,304,286,RGB,0.087
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.04 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.46.04 PM.png,bad,,322,294,RGB,0.095
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.12 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.46.12 PM.png,bad,,312,266,RGB,0.083
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.22 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.46.22 PM.png,bad,,222,244,RGB,0.054
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.43 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.46.43 PM.png,bad,,356,342,RGB,0.122
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.52 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.46.52 PM.png,bad,,440,394,RGB,0.173
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.01 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.47.01 PM.png,bad,,434,406,RGB,0.176
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.13 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.47.13 PM.png,bad,,466,430,RGB,0.2
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.20 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.47.20 PM.png,bad,,452,440,RGB,0.199
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.27 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.47.27 PM.png,bad,,452,382,RGB,0.173
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.50 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.47.50 PM.png,bad,,438,406,RGB,0.178
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.50.09 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.50.09 PM.png,bad,,382,342,RGB,0.131
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.50.31 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.50.31 PM.png,bad,,374,314,RGB,0.117
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.50.43 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.50.43 PM.png,bad,,254,226,RGB,0.057
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.50.52 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.50.52 PM.png,bad,,234,218,RGB,0.051
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.51.01 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.51.01 PM.png,bad,,278,298,RGB,0.083
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.51.08 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.51.08 PM.png,bad,,292,262,RGB,0.077
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.51.16 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.51.16 PM.png,bad,,274,294,RGB,0.081
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.51.37 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.51.37 PM.png,bad,,408,364,RGB,0.149
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.51.45 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.51.45 PM.png,bad,,324,270,RGB,0.087
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.52.00 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.52.00 PM.png,bad,,262,228,RGB,0.06
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.52.09 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.52.09 PM.png,bad,,422,376,RGB,0.159
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.52.22 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.52.22 PM.png,bad,,318,342,RGB,0.109
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.52.30 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.52.30 PM.png,bad,,326,350,RGB,0.114
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.53.20 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.53.20 PM.png,bad,,352,358,RGB,0.126
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.53.33 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.53.33 PM.png,bad,,334,408,RGB,0.136
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.53.57 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.53.57 PM.png,bad,,390,358,RGB,0.14
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.54.08 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.54.08 PM.png,bad,,390,374,RGB,0.146
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.54.41 PM.png,Apple_Bad,rotated_by_15_Screen Shot 2018-06-07 at 2.54.41 PM.png,bad,,250,282,RGB,0.07
