image_id,source,quality_label,quality_label_es,fruit_type,product_type,size_label_manual,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,blur_score,brightness_mean,brightness_std,skin_tone_ratio,border_std,foreground_ratio_border,image_hash,exists,valid_image,validated_width,validated_height,image_mode,validation_error,object_area_ratio,bbox_width_ratio,bbox_height_ratio,bbox_area_ratio,diameter_px_normalized_base,normalized_diameter,estimated_diameter_px_original,estimated_distance_cm,estimated_diameter_cm,skin_noise_ratio,fruit_color_ratio,segmentation_confidence,blur_score,touches_border,needs_review,review_reason,size_label,size_label_source,size_label_es,split,processed_relative_path
img_80a35a5e89ca,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152040.jpg,IMG_20230813_152040.jpg,3120,3120,1.0,True,False,RGB,838.609,302.534607,107.788391,50.491066,0.472519,54.161516,0.897888,80a35a5e89ca4bc2fd1b19a319f0006c,True,True,3120,3120,RGB,,0.7257486979166666,1.0,1.0,1.0,188.65426408630998,0.9825742921161978,3065.631791402537,100.0,113.45790641041856,0.34814453125,0.9642296479031173,0.6308878419505837,1439.0563512312042,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_80a35a5e89ca_bad_large.jpg
img_5550713ca61a,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152145.jpg,IMG_20230813_152145.jpg,3120,3120,1.0,True,False,RGB,973.947,291.553284,97.758179,51.193909,0.484024,49.278634,0.914276,5550713ca61ad43d788d52caf1e76c13,True,True,3120,3120,RGB,,0.7678765190972222,1.0,1.0,1.0,191.03080438603922,0.9949521061772876,3104.250571273137,100.0,114.88717326644841,0.3323567708333333,0.9735754407037128,0.692361348183574,1585.2776252244726,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_5550713ca61a_bad_large.jpg
img_238a16c5430f,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152151_1.jpg,IMG_20230813_152151_1.jpg,3120,3120,1.0,True,False,RGB,806.178,243.305008,101.530533,41.91399,0.605392,54.711835,0.843613,238a16c5430ff6437adf3f85f05ad668,True,True,3120,3120,RGB,,0.7562120225694444,1.0,1.0,1.0,190.3794491883964,0.9915596311895646,3093.6660493114414,100.0,114.49544399697223,0.3634711371527778,0.9488108476521864,0.6250198440081589,1176.5602477737416,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_238a16c5430f_bad_large.jpg
img_af5a86fae6a7,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152330_1.jpg,IMG_20230813_152330_1.jpg,3120,3120,1.0,True,False,RGB,880.009,282.373474,91.231796,51.698406,0.438583,45.971044,0.911224,af5a86fae6a7d68db949d307462a926f,True,True,3120,3120,RGB,,0.776123046875,1.0,1.0,1.0,191.4883168097943,0.9973349833843453,3111.6851481591575,100.0,115.16232422583654,0.281982421875,0.9735765964139667,0.6910604283819848,1540.02825870043,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_af5a86fae6a7_bad_large.jpg
img_75cb05e5e83b,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152656.jpg,IMG_20230813_152656.jpg,3120,3120,1.0,True,False,RGB,817.835,204.354904,100.763153,54.859413,0.402664,54.669286,0.896042,75cb05e5e83b5420309223a66bcfd903,True,True,3120,3120,RGB,,0.7764214409722222,1.0,1.0,1.0,191.50482585690685,0.9974209680047231,3111.953420174736,100.0,115.17225287458079,0.21647135416666666,0.9843826427223814,0.6318233227325301,871.3223058912489,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_75cb05e5e83b_bad_large.jpg
img_64e74e9fe25b,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152727.jpg,IMG_20230813_152727.jpg,3120,3120,1.0,True,False,RGB,1109.398,452.968201,100.345314,42.288486,0.518097,57.006847,0.875519,64e74e9fe25b4496339ba17b6cb02d43,True,True,3120,3120,RGB,,0.7636176215277778,1.0,1.0,1.0,190.79356119930486,0.9937164645797129,3100.395369488704,100.0,114.74449366465208,0.3213161892361111,0.9328596802841919,0.6231246788655485,2355.340202030576,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_64e74e9fe25b_bad_large.jpg
img_d30ded1aaa1a,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153454.jpg,IMG_20230813_153454.jpg,3120,3120,1.0,True,False,RGB,1007.512,285.219238,105.368805,43.872921,0.420685,45.067968,0.853928,d30ded1aaa1a2aea747253ac7b3bb604,True,True,3120,3120,RGB,,0.7286783854166666,1.0,1.0,1.0,188.82173112692308,0.9834465162860577,3068.3531308125002,100.0,113.55862218227102,0.3093532986111111,0.9555133646042737,0.6835287579198686,1581.472588386065,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_d30ded1aaa1a_bad_large.jpg
img_f98230fdf3f7,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153558.jpg,IMG_20230813_153558.jpg,3120,3120,1.0,True,False,RGB,957.502,229.812546,100.909454,55.910797,0.464294,65.494461,0.937881,f98230fdf3f71110400287234f81c349,True,True,3120,3120,RGB,,0.7051052517361112,1.0,1.0,1.0,187.46453069538705,0.9763777640384742,3046.2986238000394,100.0,112.7423929796756,0.2707248263888889,0.9697995614203824,0.6667247885244034,1138.1549650563134,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_f98230fdf3f7_bad_large.jpg
img_eaf7e9ad3d8e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153822_1.jpg,IMG_20230813_153822_1.jpg,3120,3120,1.0,True,False,RGB,861.491,177.274872,93.230759,46.258961,0.522644,51.503207,0.856827,eaf7e9ad3d8eedf6abe3423a329d0378,True,True,3120,3120,RGB,,0.7541775173611112,1.0,1.0,1.0,190.26532749066894,0.990965247347234,3091.81157172337,100.0,114.42681046269793,0.3672688802083333,0.9923027120351053,0.6619331143202245,1048.164295900015,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_eaf7e9ad3d8e_bad_large.jpg
img_ab40cc676a6e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153833_1.jpg,IMG_20230813_153833_1.jpg,3120,3120,1.0,True,False,RGB,1109.859,337.344604,94.313194,53.816784,0.444244,47.11979,0.860825,ab40cc676a6e8abe5120c41eba919f77,True,True,3120,3120,RGB,,0.7589518229166666,1.0,1.0,1.0,190.53289078134912,0.99235880615286,3096.1594751969233,100.0,114.58772477300988,0.2890353732638889,0.9724426334977482,0.6634142317496152,1849.863468911177,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_ab40cc676a6e_bad_large.jpg
img_e02c3456c89e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153950_1.jpg,IMG_20230813_153950_1.jpg,3120,3120,1.0,True,False,RGB,888.109,237.193207,102.831299,43.837158,0.570206,51.845723,0.877594,e02c3456c89e3a8c2c72d9c36c4f4677,True,True,3120,3120,RGB,,0.7682562934027778,1.0,1.0,1.0,191.05192784340807,0.995062124184417,3104.593827455381,100.0,114.8998770516548,0.3680284288194444,0.9936442922213199,0.6324651924796931,1228.6878471109603,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_e02c3456c89e_bad_large.jpg
img_798d2b479ab7,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_154628.jpg,IMG_20230813_154628.jpg,3120,3120,1.0,True,False,RGB,943.509,384.71228,100.095886,56.673908,0.377838,60.922257,0.928284,798d2b479ab75c8c818dbac6444b8e32,True,True,3120,3120,RGB,,0.7783203125,1.0,1.0,1.0,191.60980918506976,0.9979677561722383,3113.6593992573835,100.0,115.23539053372171,0.2628038194444444,0.9563292903945351,0.6934777640744141,1912.3249068959258,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_798d2b479ab7_bad_large.jpg
img_f0fa527b21c4,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155004.jpg,IMG_20230813_155004.jpg,3120,3120,1.0,True,False,RGB,738.605,241.511826,101.845795,54.452129,0.338257,76.487363,0.915207,f0fa527b21c48c09c7d746a4d8ddcea4,True,True,3120,3120,RGB,,0.7116427951388888,1.0,1.0,1.0,187.84316785519576,0.9783498325791445,3052.451477646931,100.0,112.97010784023888,0.21297200520833334,0.9762140733399405,0.6354424736309918,1175.5731530719333,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_f0fa527b21c4_bad_large.jpg
img_8b8532329737,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155025_1.jpg,IMG_20230813_155025_1.jpg,3120,3120,1.0,True,False,RGB,786.052,208.956146,110.396904,43.337265,0.443314,53.184294,0.93515,8b853232973766542904154481071314,True,True,3120,3120,RGB,,0.7744683159722222,1.0,1.0,1.0,191.39670898666947,0.9968578593055701,3110.1965210333788,100.0,115.107230682773,0.3094889322916667,0.9607005253940455,0.7052456252050248,1053.1134979695448,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_8b8532329737_bad_large.jpg
img_6095f0e0da8e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155115.jpg,IMG_20230813_155115.jpg,3120,3120,1.0,True,False,RGB,934.421,237.54245,107.665001,31.60811,0.481812,37.049283,0.680222,6095f0e0da8e94424d38edcdedbc6923,True,True,3120,3120,RGB,,0.7439507378472222,1.0,1.0,1.0,189.68932981751178,0.9879652594662072,3082.451609534566,100.0,114.08040170056263,0.3562282986111111,0.9448678213309024,0.6471692191040495,1318.3880720727238,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_6095f0e0da8e_bad_large.jpg
img_29e687f93221,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155242_1.jpg,IMG_20230813_155242_1.jpg,3120,3120,1.0,True,False,RGB,878.851,292.623657,96.331451,54.137497,0.221909,72.267991,0.811646,29e687f93221c05592d9d5fc826b19e5,True,True,3120,3120,RGB,,0.7578667534722222,1.0,1.0,1.0,190.47215501072318,0.9920424740141832,3095.1725189242516,100.0,114.55119788392619,0.2333713107638889,0.907760040088768,0.6272025885926609,1205.923489391068,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_29e687f93221_bad_large.jpg
img_6b69eb0056d6,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155816_1.jpg,IMG_20230813_155816_1.jpg,3120,3120,1.0,True,False,RGB,874.33,189.687607,101.891754,44.947655,0.494263,50.357134,0.835083,6b69eb0056d616ef0d7a66da90dcdbab,True,True,3120,3120,RGB,,0.74951171875,1.0,1.0,1.0,190.00302569078372,0.9895990921394985,3087.549167475235,100.0,114.26906044730974,0.3385687934027778,0.9537097357944263,0.6583939545554649,981.7474401850757,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_6b69eb0056d6_bad_large.jpg
img_922bb07548b2,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155847_1.jpg,IMG_20230813_155847_1.jpg,3120,3120,1.0,True,False,RGB,945.355,232.432816,98.420135,46.106377,0.556686,45.917073,0.796799,922bb07548b2e76bf6f7aba5b968a1fb,True,True,3120,3120,RGB,,0.7443305121527778,1.0,1.0,1.0,189.71079017146135,0.9880770321430279,3082.800340286247,100.0,114.09330809757273,0.3653971354166667,0.9906337694522395,0.6536050840314422,1332.0283353829088,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_922bb07548b2_bad_large.jpg
img_15a6bfe2d55c,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_155931.jpg,IMG_20230813_155931.jpg,3120,3120,1.0,True,False,RGB,992.951,223.45105,92.830856,42.395836,0.468842,45.850145,0.808456,15a6bfe2d55c640788f5dcb63cef546c,True,True,3120,3120,RGB,,0.7384982638888888,1.0,1.0,1.0,189.3806144438479,0.986357366895041,3077.434984712528,100.0,113.89473825880448,0.3725314670138889,0.9639656185718484,0.6093031939724107,1199.8991589185632,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_15a6bfe2d55c_bad_large.jpg
img_0b42eaa8a349,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_160329.jpg,IMG_20230813_160329.jpg,3120,3120,1.0,True,False,RGB,1023.693,250.007538,99.63813,47.794994,0.452362,53.780748,0.885757,0b42eaa8a3496662115172613be128d2,True,True,3120,3120,RGB,,0.7484809027777778,1.0,1.0,1.0,189.94496527631247,0.9892966941474608,3086.6056857400777,100.0,114.23414253488868,0.3193901909722222,0.9443679327341258,0.6812369765699966,1071.9466448293792,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_0b42eaa8a349_bad_large.jpg
img_7f6cb9754031,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_161204.jpg,IMG_20230813_161204.jpg,3120,3120,1.0,True,False,RGB,961.107,228.84343,93.064224,50.245049,0.396912,46.627821,0.900192,7f6cb97540318f343f2dcf7c10ff760c,True,True,3120,3120,RGB,,0.7779405381944444,1.0,1.0,1.0,191.58882277332788,0.997858451944416,3113.318370066578,100.0,115.22276916865037,0.2544487847222222,0.9455680312434619,0.6226658821318014,1151.339141173863,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_7f6cb9754031_bad_large.jpg
img_87b86ea92d11,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_161212_1.jpg,IMG_20230813_161212_1.jpg,3120,3120,1.0,True,False,RGB,754.781,152.391846,94.226334,50.685707,0.380127,46.360951,0.835342,87b86ea92d11ac99f108937574cf9361,True,True,3120,3120,RGB,,0.7370062934027778,1.0,1.0,1.0,189.29594166480956,0.9859163628375498,3076.0590520531555,100.0,113.84381549654323,0.2759602864583333,0.9748978615333652,0.6310727189278729,603.7513045999739,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_87b86ea92d11_bad_large.jpg
img_7d713787b203,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_161304.jpg,IMG_20230813_161304.jpg,3120,3120,1.0,True,False,RGB,840.993,310.557587,99.961609,46.635735,0.445358,48.920568,0.872559,7d713787b20356ad66c5b7d6b9b3df50,True,True,3120,3120,RGB,,0.76708984375,1.0,1.0,1.0,190.9870320295725,0.9947241251540234,3103.539270480553,100.0,114.86084828541809,0.2982855902777778,0.9538510502864418,0.6627157034852551,1521.9268831676907,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_7d713787b203_bad_large.jpg
img_f1950968ab4a,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_161350.jpg,IMG_20230813_161350.jpg,3120,3120,1.0,True,False,RGB,931.791,334.899414,95.299042,44.757359,0.448257,47.512127,0.889267,f1950968ab4ad6e7f2526193152ff054,True,True,3120,3120,RGB,,0.7635633680555556,1.0,1.0,1.0,190.79053473129562,0.9937007017254981,3100.346189383554,100.0,114.74267352702726,0.3240831163194444,0.9807446354980816,0.652204159410166,1534.9187940837426,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_f1950968ab4a_bad_large.jpg
img_89130bbd8256,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_161544.jpg,IMG_20230813_161544.jpg,3120,3120,1.0,True,False,RGB,840.704,212.61554,99.957291,48.519684,0.459702,50.514206,0.882706,89130bbd825642345daa4212fc88fad5,True,True,3120,3120,RGB,,0.7594672309027778,1.0,1.0,1.0,190.56172506267131,0.9925089847014131,3096.628032268409,100.0,114.6050658980966,0.2857801649305556,0.9243490373968639,0.6686906684974632,929.6414504316118,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_89130bbd8256_bad_large.jpg
img_7521f91c30e5,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_161754_1.jpg,IMG_20230813_161754_1.jpg,3120,3120,1.0,True,False,RGB,868.946,192.848328,92.469597,40.535408,0.433777,47.676887,0.900467,7521f91c30e5ff7b2312d6819bcf365d,True,True,3120,3120,RGB,,0.7765299479166666,1.0,1.0,1.0,191.51082836020572,0.9974522310427382,3112.050960853343,100.0,115.17586281926353,0.2958441840277778,0.973800041919933,0.6708494147393795,737.2878320011091,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,test,data/processed/test/bad/img_7521f91c30e5_bad_large.jpg
