image_id,source,quality_label,quality_label_es,fruit_type,product_type,size_label_manual,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,blur_score,brightness_mean,brightness_std,skin_tone_ratio,border_std,foreground_ratio_border,image_hash,exists,valid_image,validated_width,validated_height,image_mode,validation_error,object_area_ratio,bbox_width_ratio,bbox_height_ratio,bbox_area_ratio,diameter_px_normalized_base,normalized_diameter,estimated_diameter_px_original,estimated_distance_cm,estimated_diameter_cm,skin_noise_ratio,fruit_color_ratio,segmentation_confidence,blur_score,touches_border,needs_review,review_reason,size_label,size_label_source,size_label_es,split,processed_relative_path
img_dcfa83da27c9,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102006.jpg,IMG_20230813_102006.jpg,3120,3120,1.0,True,False,RGB,795.252,257.340942,117.813774,56.681236,0.558777,58.479471,0.945145,dcfa83da27c96a9fb79360762d1ff474,True,True,3120,3120,RGB,,0.740478515625,1.0,1.0,1.0,189.49286632460917,0.9869420121073395,3079.259077774899,100.0,113.96224727294467,0.2889268663194444,0.9162911675275671,0.608383712888616,1194.3920262389713,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_dcfa83da27c9_bad_large.jpg
img_d047ed82c4a1,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102007_1.jpg,IMG_20230813_102007_1.jpg,3120,3120,1.0,True,False,RGB,748.379,237.29361,108.236366,48.948246,0.548599,51.912935,0.915482,d047ed82c4a144a58822e4695f467b53,True,True,3120,3120,RGB,,0.7625596788194444,1.0,1.0,1.0,190.73452566682425,0.993408987848043,3099.4360420858943,100.0,114.70898930989226,0.2884928385416667,0.9254740137312796,0.632455531065921,1119.8818341361152,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_d047ed82c4a1_bad_large.jpg
img_11cd8b8a1418,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102036_1.jpg,IMG_20230813_102036_1.jpg,3120,3120,1.0,True,False,RGB,803.279,259.842407,109.008499,44.840691,0.385605,47.042554,0.847351,11cd8b8a1418a2fb5ec15a200ecb6fd7,True,True,3120,3120,RGB,,0.7565646701388888,1.0,1.0,1.0,190.39921466493308,0.9916625763798598,3093.9872383051625,100.0,114.50733108363798,0.21351453993055555,0.84962352097526,0.6165485572163483,1323.8113744163218,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_11cd8b8a1418_bad_large.jpg
img_2f989daf186b,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102153_1.jpg,IMG_20230813_102153_1.jpg,3120,3120,1.0,True,False,RGB,1021.934,280.880524,106.523643,43.572372,0.569122,52.139689,0.889999,2f989daf186b11a07f56c4b587bf2fe3,True,True,3120,3120,RGB,,0.7167697482638888,1.0,1.0,1.0,188.1388921620213,0.979890063343861,3057.2569976328464,100.0,113.14795836956353,0.3469509548611111,0.9140521515346478,0.6020580978299568,1295.2557187956056,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_2f989daf186b_bad_large.jpg
img_d7cad4ef1de6,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102157_1.jpg,IMG_20230813_102157_1.jpg,3120,3120,1.0,True,False,RGB,1042.954,333.609467,119.291344,52.125557,0.712692,66.790264,0.94986,d7cad4ef1de649398378e827cb974ea2,True,True,3120,3120,RGB,,0.739990234375,1.0,1.0,1.0,189.4652017347969,0.9867979257020671,3078.8095281904493,100.0,113.94560960797055,0.3626030815972222,0.9802412111880934,0.6472762359450737,1539.2085728049278,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_d7cad4ef1de6_bad_large.jpg
img_03cd495ea38e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102239.jpg,IMG_20230813_102239.jpg,3120,3120,1.0,True,False,RGB,791.617,248.945709,117.149582,39.449226,0.466217,44.881319,0.817184,03cd495ea38ecbbbabd678bb8ac554f5,True,True,3120,3120,RGB,,0.7287055121527778,1.0,1.0,1.0,188.82328017309635,0.9834545842348769,3068.378302812816,100.0,113.55955378875554,0.2849392361111111,0.8803558798347169,0.649168878206027,983.0039862696035,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_03cd495ea38e_bad_large.jpg
img_ab3d1144af45,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102247.jpg,IMG_20230813_102247.jpg,3120,3120,1.0,True,False,RGB,712.672,281.978912,104.117195,56.110378,0.394791,53.622471,0.904663,ab3d1144af457929a0d3cbd704818c8d,True,True,3120,3120,RGB,,0.779052734375,1.0,1.0,1.0,191.65026852522283,0.9981784819022023,3114.316863534871,100.0,115.2597230451057,0.19099934895833334,0.9155263066262753,0.6238676380432822,1223.1674735803663,1,True,objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_ab3d1144af45_bad_large.jpg
img_23f9b43368db,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_102309.jpg,IMG_20230813_102309.jpg,3120,3120,1.0,True,False,RGB,692.621,150.589172,107.614433,43.418777,0.492447,49.866533,0.888672,23f9b43368db5d98f126df27e69a7d33,True,True,3120,3120,RGB,,0.7557237413194444,1.0,1.0,1.0,190.35207399555082,0.9914170520601605,3093.221202427701,100.0,114.47898037722379,0.3260091145833333,0.9694533184967156,0.6395776577480974,629.2280227755323,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_23f9b43368db_bad_large.jpg
img_421fa5f72f74,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_150234_1.jpg,IMG_20230813_150234_1.jpg,3120,3120,1.0,True,False,RGB,853.937,322.918762,104.704758,51.566135,0.450424,50.235016,0.897797,421fa5f72f748edee20be3cbf67fe72a,True,True,3120,3120,RGB,,0.7231716579861112,1.0,1.0,1.0,188.50667546812306,0.9818056013964743,3063.2334763569997,100.0,113.36914565162736,0.3473036024305556,0.9303424734611201,0.6250869258703029,1327.6061281951856,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_421fa5f72f74_bad_large.jpg
img_95a30c71d983,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_150738_1.jpg,IMG_20230813_150738_1.jpg,3120,3120,1.0,True,False,RGB,971.259,457.631104,95.401558,51.737614,0.437851,57.769972,0.930481,95a30c71d983fab2fe6a965c14f0baf9,True,True,3120,3120,RGB,,0.7224392361111112,1.0,1.0,1.0,188.4646812578546,0.9815868815513261,3062.5510704401377,100.0,113.3438900593327,0.3590223524305556,0.9624887353559628,0.6297987056192642,2133.184161644659,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_95a30c71d983_bad_large.jpg
img_a7b551fe4490,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_150806_1.jpg,IMG_20230813_150806_1.jpg,3120,3120,1.0,True,False,RGB,1001.022,596.686768,109.277679,42.04557,0.557465,48.509972,0.849487,a7b551fe4490aa067b218b3c3ba0c57c,True,True,3120,3120,RGB,,0.7296549479166666,1.0,1.0,1.0,188.87747863644168,0.9837368678981337,3069.259027842177,100.0,113.59214909854937,0.4485134548611111,0.9830842441817236,0.6222531329153975,3111.056689614867,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_a7b551fe4490_bad_large.jpg
img_1a3d1baed45e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_151231_1.jpg,IMG_20230813_151231_1.jpg,3120,3120,1.0,True,False,RGB,981.29,558.158447,108.560844,49.292149,0.339142,54.403971,0.884094,1a3d1baed45e4110d388e1db28ca4bbc,True,True,3120,3120,RGB,,0.7634819878472222,1.0,1.0,1.0,190.78599482767493,0.9936770563941403,3100.2724159497175,100.0,114.73994319934236,0.3024631076388889,0.9140877598152425,0.5950315891465072,2855.9437054498694,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_1a3d1baed45e_bad_large.jpg
img_290c2205d339,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_151726.jpg,IMG_20230813_151726.jpg,3120,3120,1.0,True,False,RGB,980.765,395.2677,103.456825,52.606777,0.434357,52.282517,0.889069,290c2205d33940cf18fe83d51ef15c66,True,True,3120,3120,RGB,,0.7475043402777778,1.0,1.0,1.0,189.8899237820348,0.9890100196980979,3085.7112614580656,100.0,114.20104022078678,0.3270399305555556,0.9618594861373204,0.6864512948034514,1803.6709180224088,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_290c2205d339_bad_large.jpg
img_4521d272cbc6,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_151846.jpg,IMG_20230813_151846.jpg,3120,3120,1.0,True,False,RGB,945.426,224.854721,93.274651,57.616013,0.444168,46.568399,0.864258,4521d272cbc636d18f628f578a214494,True,True,3120,3120,RGB,,0.7389594184027778,1.0,1.0,1.0,189.40676872258854,0.9864935870968153,3077.859991742064,100.0,113.91046761283717,0.2985297309027778,0.9753313020814214,0.651871396747906,1078.308930678868,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_4521d272cbc6_bad_large.jpg
img_ac9e581608e3,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_151900_1.jpg,IMG_20230813_151900_1.jpg,3120,3120,1.0,True,False,RGB,831.317,299.508972,113.667236,56.51046,0.454422,62.572146,0.957306,ac9e581608e3521f67ab5616b181d861,True,True,3120,3120,RGB,,0.7354600694444444,1.0,1.0,1.0,189.20809939063378,0.9854588509928842,3074.6316150977987,100.0,113.7909865792082,0.2572428385416667,0.9110357037474182,0.6590070339484122,1326.4960189917942,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_ac9e581608e3_bad_large.jpg
img_2b4b90a8c0a0,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_151948_1.jpg,IMG_20230813_151948_1.jpg,3120,3120,1.0,True,False,RGB,821.132,195.504456,95.325439,52.327251,0.441254,55.401879,0.886719,2b4b90a8c0a08bb901b833ad349d0fec,True,True,3120,3120,RGB,,0.7670627170138888,1.0,1.0,1.0,190.98552223773908,0.994716261654891,3103.51473636326,100.0,114.85994028674992,0.3049858940972222,0.9598967358630689,0.6555227631720533,820.710762600104,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_2b4b90a8c0a0_bad_large.jpg
img_e490f5ac5f9f,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152055_1.jpg,IMG_20230813_152055_1.jpg,3120,3120,1.0,True,False,RGB,1051.021,273.393341,100.301682,46.722,0.531464,49.648541,0.911133,e490f5ac5f9fe758e0c5f23e6e9ae199,True,True,3120,3120,RGB,,0.7117784288194444,1.0,1.0,1.0,187.8510049415626,0.9783906507373051,3052.578830300392,100.0,112.97482111515924,0.374267578125,0.971721483288235,0.6131833737171382,1395.8869878715939,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_e490f5ac5f9f_bad_large.jpg
img_285b7647703c,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152101.jpg,IMG_20230813_152101.jpg,3120,3120,1.0,True,False,RGB,1037.409,369.218323,107.320511,46.16478,0.50267,51.913376,0.890244,285b7647703c03e686fcb510f2734012,True,True,3120,3120,RGB,,0.734130859375,1.0,1.0,1.0,189.13251201976067,0.9850651667695868,3073.4033203211106,100.0,113.7455278407489,0.3838161892361111,0.968924361674611,0.658658084794765,1567.0814765757984,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_285b7647703c_bad_large.jpg
img_a52dcd248433,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152158.jpg,IMG_20230813_152158.jpg,3120,3120,1.0,True,False,RGB,877.043,178.581802,96.790237,44.908627,0.573181,57.012123,0.930359,a52dcd24843352b9a97f30167683ec8a,True,True,3120,3120,RGB,,0.7596842447916666,1.0,1.0,1.0,190.57386288552158,0.9925722025287582,3096.8252718897256,100.0,114.61236566402366,0.2914767795138889,0.99682199607213,0.696670372489882,914.9773818799008,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_a52dcd248433_bad_large.jpg
img_bbc17e67e224,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152238.jpg,IMG_20230813_152238.jpg,3120,3120,1.0,True,False,RGB,887.996,209.67511,95.345306,43.304756,0.480057,37.935037,0.821091,bbc17e67e2240772e7c2fb8e90405636,True,True,3120,3120,RGB,,0.7121310763888888,1.0,1.0,1.0,187.87137787224952,0.9784967597512996,3052.9098904240545,100.0,112.98707352871787,0.3599175347222222,0.9820966021636447,0.6316009723550577,1074.4135363182904,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_bbc17e67e224_bad_large.jpg
img_4c6db0aa50e4,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_152713_1.jpg,IMG_20230813_152713_1.jpg,3120,3120,1.0,True,False,RGB,1020.758,330.166931,103.866226,41.895164,0.455338,52.633527,0.870514,4c6db0aa50e40db5d18abad14f16d4ea,True,True,3120,3120,RGB,,0.7799750434027778,1.0,1.0,1.0,191.70119027939424,0.998443699371845,3115.144342040156,100.0,115.29034772060409,0.2608506944444444,0.8508329565610545,0.5687308800004829,1472.211264104019,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_4c6db0aa50e4_bad_large.jpg
img_8fb09473ca2c,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153349_1.jpg,IMG_20230813_153349_1.jpg,3120,3120,1.0,True,False,RGB,703.604,182.361847,108.108475,42.653065,0.502502,41.783216,0.858887,8fb09473ca2c3aaa1ef0bcd3249e8937,True,True,3120,3120,RGB,,0.7313368055555556,1.0,1.0,1.0,188.97340085739066,0.9842364627989096,3070.817763932598,100.0,113.64983734863911,0.3093804253472222,0.9403189910979228,0.613233952343835,930.957909748878,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_8fb09473ca2c_bad_large.jpg
img_f5aa6f771b1e,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153416_1.jpg,IMG_20230813_153416_1.jpg,3120,3120,1.0,True,False,RGB,858.127,214.880524,110.019173,47.3605,0.455292,53.840127,0.908127,f5aa6f771b1e028be46b134a492797ad,True,True,3120,3120,RGB,,0.761474609375,1.0,1.0,1.0,190.67393384699454,0.9930934054530965,3098.4514250136613,100.0,114.67254899375749,0.2952473958333333,0.9657297566883972,0.6519924945121403,934.4885890034982,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_f5aa6f771b1e_bad_large.jpg
img_99a93d5f0e76,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153522_1.jpg,IMG_20230813_153522_1.jpg,3120,3120,1.0,True,False,RGB,901.231,238.95723,106.107628,45.612713,0.461426,46.531827,0.899124,99a93d5f0e7659b2f95684af3ab636e9,True,True,3120,3120,RGB,,0.7242296006944444,1.0,1.0,1.0,188.5672962466611,0.9821213346180265,3064.218564008243,100.0,113.40560338371844,0.3255750868055556,0.9238894299198441,0.6026452796256523,1239.9318265201134,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_99a93d5f0e76_bad_large.jpg
img_1075cf12b765,own,bad,mala,pomegranate,pomegranate,,data/raw/propias/Bad_Quality_Fruits/Pomegranate_Bad/IMG_20230813_153540_1.jpg,IMG_20230813_153540_1.jpg,3120,3120,1.0,True,False,RGB,789.525,236.184677,111.672241,46.753635,0.485168,52.14595,0.927109,1075cf12b765b3d40ab74c87473da959,True,True,3120,3120,RGB,,0.7251519097222222,1.0,1.0,1.0,188.62010901430284,0.9823964011161607,3065.0767714824215,100.0,113.437365327067,0.3027615017361111,0.9716444710459374,0.6389139211295736,1007.1327304479515,1,True,posible_mano_visible;objeto_ocupa_casi_toda_la_imagen;objeto_toca_borde,large,product_quantile,grande,train,data/processed/train/bad/img_1075cf12b765_bad_large.jpg
