image_id,source,quality_label,quality_label_es,fruit_type,product_type,size_label_manual,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,blur_score,brightness_mean,brightness_std,skin_tone_ratio,border_std,foreground_ratio_border,image_hash
img_656cb0078f8d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0166.jpg,IMG-20260603-WA0166.jpg,3024,4032,0.75,False,True,RGB,906.163,53.413502,154.370483,55.229115,0.752482,38.065527,0.8396,656cb0078f8d8b53b0cc93cc6beb9481
img_c7ac28191afa,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0168.jpg,IMG-20260603-WA0168.jpg,3024,4032,0.75,False,True,RGB,937.255,60.921055,163.082443,51.017174,0.682576,40.711833,0.822652,c7ac28191afa523e617a533714e45eba
img_e7bbb32bf655,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0170.jpg,IMG-20260603-WA0170.jpg,3024,4032,0.75,False,True,RGB,977.6,90.282402,138.678787,53.847103,0.662944,48.156573,0.820007,e7bbb32bf655b93c83323cfcbb7db10d
img_76179294f872,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0172.jpg,IMG-20260603-WA0172.jpg,3024,4032,0.75,False,True,RGB,1171.236,80.096481,145.410126,41.54961,0.839905,36.536882,0.701986,76179294f8728b1aa4812a03cacbc11d
img_a6b391807c7e,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0174.jpg,IMG-20260603-WA0174.jpg,3024,4032,0.75,False,True,RGB,1174.022,77.754509,148.197464,44.116879,0.899211,32.381168,0.706055,a6b391807c7e353b1c1919bb5c7d8125
img_9dd9b9090927,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0176.jpg,IMG-20260603-WA0176.jpg,3024,4032,0.75,False,True,RGB,1043.835,59.90432,154.61348,44.618538,0.722026,33.071877,0.825378,9dd9b909092772a27ee273837bc8ab45
img_a4062d7e4515,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0178.jpg,IMG-20260603-WA0178.jpg,3024,4032,0.75,False,True,RGB,996.992,64.074615,146.361954,52.836632,0.623515,36.336246,0.840597,a4062d7e4515e0a6780c8a9ba2c6ab02
img_b3b3f11191ce,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0180.jpg,IMG-20260603-WA0180.jpg,3024,4032,0.75,False,True,RGB,1009.458,58.905552,151.174759,51.265995,0.629964,31.185374,0.840902,b3b3f11191ce4ba13e773d7dfd3f1d0b
img_f6de36e5c4a0,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0182.jpg,IMG-20260603-WA0182.jpg,3024,4032,0.75,False,True,RGB,992.51,57.647964,145.328842,50.292534,0.698079,37.474981,0.793925,f6de36e5c4a04836377202d7d0059666
img_2635c33ec771,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0184.jpg,IMG-20260603-WA0184.jpg,3024,4032,0.75,False,True,RGB,915.53,55.712563,141.712799,50.378418,0.745361,32.679656,0.855387,2635c33ec7715967c1f08910c1f5c52d
img_7bd55e1c535a,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0186.jpg,IMG-20260603-WA0186.jpg,3024,4032,0.75,False,True,RGB,1053.512,106.184158,145.306198,48.050285,0.781392,30.247679,0.468038,7bd55e1c535a452db7795755d272ae8d
img_ae4902305167,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0188.jpg,IMG-20260603-WA0188.jpg,3024,4032,0.75,False,True,RGB,1046.443,104.028732,141.312424,51.000496,0.708232,40.926942,0.56134,ae4902305167559959947e49f550229a
img_9b0c6b28157d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0190.jpg,IMG-20260603-WA0190.jpg,3024,4032,0.75,False,True,RGB,1083.511,92.323479,147.083115,53.082443,0.827698,30.674596,0.529785,9b0c6b28157de89cd4fd40161528c391
img_fe527d46516d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0192.jpg,IMG-20260603-WA0192.jpg,3024,4032,0.75,False,True,RGB,1027.87,67.674728,161.805099,50.721062,0.693583,34.373606,0.749146,fe527d46516ded7174e4009447ea0482
img_58791b9ad04c,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0194.jpg,IMG-20260603-WA0194.jpg,3024,4032,0.75,False,True,RGB,958.351,133.371094,153.152405,44.548584,0.582235,26.792393,0.502177,58791b9ad04cc500e48f526e4263fdc0
img_5e327a4ecd78,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0196.jpg,IMG-20260603-WA0196.jpg,3024,4032,0.75,False,True,RGB,1120.278,85.866119,153.903442,46.60799,0.624227,31.553755,0.605733,5e327a4ecd78404dfb11398675c72342
img_d2b8043ae43d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0198.jpg,IMG-20260603-WA0198.jpg,3024,4032,0.75,False,True,RGB,1119.914,71.287476,146.131363,47.131245,0.631592,36.58193,0.765727,d2b8043ae43d202b388e1abddb276647
img_13419a09b84d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0200.jpg,IMG-20260603-WA0200.jpg,3024,4032,0.75,False,True,RGB,1046.364,51.316109,154.645187,55.44875,0.679911,37.769011,0.810364,13419a09b84da888c1a9024103936e89
img_74b3563db25e,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0202.jpg,IMG-20260603-WA0202.jpg,3024,4032,0.75,False,True,RGB,1001.444,43.557251,145.12709,61.199162,0.766541,43.36653,0.825928,74b3563db25e99a450705152c3b46f0d
img_0721c95e0c01,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0204.jpg,IMG-20260603-WA0204.jpg,3024,4032,0.75,False,True,RGB,1231.231,101.667068,154.567093,43.925941,0.498779,21.76999,0.510437,0721c95e0c01b28139cd4d291e54f541
img_065b72c51675,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0206.jpg,IMG-20260603-WA0206.jpg,3024,4032,0.75,False,True,RGB,1218.683,97.854347,151.594009,43.694466,0.509033,26.569615,0.543274,065b72c5167564038f11a571cdb691d3
img_bf1031555593,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0208.jpg,IMG-20260603-WA0208.jpg,3024,4032,0.75,False,True,RGB,1210.726,93.604736,150.405487,42.908443,0.568054,28.418089,0.611938,bf103155559394608263a862d38de6e0
img_cb331c935ac0,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0210.jpg,IMG-20260603-WA0210.jpg,3024,4032,0.75,False,True,RGB,1182.971,72.200584,150.495621,47.483562,0.711405,36.752843,0.844666,cb331c935ac00fc1ff2f6ccb2811bf93
img_82eb2fbf58e2,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.20 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.15.20 PM.png,368,396,0.929293,False,True,RGB,176.661,399.337219,152.615479,77.734383,0.590615,125.835274,0.996225,82eb2fbf58e2a7f2d6a8c53d7bb58327
img_8ce11d282f11,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.34 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.15.34 PM.png,330,352,0.9375,False,True,RGB,114.765,288.494873,171.425262,77.321243,0.556169,125.883799,0.995508,8ce11d282f11c0b1bb517a6051464003
img_6525d4ab531d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.15.50 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.15.50 PM.png,504,484,1.041322,False,True,RGB,237.407,336.022552,133.477051,77.976311,0.597148,124.389309,0.99341,6525d4ab531d5eeb9d6223fdedbb1ddc
img_430fc572018b,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.16.54 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.16.54 PM.png,380,324,1.17284,False,True,RGB,103.143,335.545715,171.100708,84.878426,0.461493,125.773417,0.998298,430fc572018b12a32cd12db911cad1e8
img_b1839e17982b,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.17.15 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.17.15 PM.png,370,338,1.094675,False,True,RGB,119.518,296.613068,161.060394,86.404839,0.472473,124.016292,0.998047,b1839e17982bf717bd208d882eeb62dd
img_34361e459df2,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.17.25 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.17.25 PM.png,538,466,1.154506,False,True,RGB,216.876,339.839203,162.82872,84.508698,0.502129,124.286952,0.998328,34361e459df2eed9dae5d6ca026ac811
img_99b042a08bca,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.18.13 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.18.13 PM.png,290,342,0.847953,False,True,RGB,94.89,380.45752,173.769135,86.769119,0.386953,125.753806,0.996418,99b042a08bcadad57ee306b77655635a
img_3c2bae457ad5,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.18.57 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.18.57 PM.png,520,492,1.056911,False,True,RGB,304.968,333.604553,145.757233,70.596817,0.683723,123.231487,0.99632,3c2bae457ad5c7ebe00f5a97372e57b9
img_8ca1c3b581c5,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.19.15 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.19.15 PM.png,484,478,1.012552,False,True,RGB,221.897,353.254578,130.629929,80.019798,0.643682,125.944751,0.993129,8ca1c3b581c516515cc2ea83d6b99be6
img_9d5d345cff35,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.19.46 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.19.46 PM.png,436,434,1.004608,False,True,RGB,186.342,279.699615,131.642136,77.074608,0.677267,122.523731,0.998514,9d5d345cff357f5351039d075e9a7f1c
img_2f56138eea3e,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.04 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.20.04 PM.png,492,394,1.248731,False,True,RGB,150.822,350.173889,151.416931,95.775131,0.309032,125.849937,0.972923,2f56138eea3e77ea6cd81b5f72691e17
img_7dee70e79e54,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.34 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.20.34 PM.png,512,470,1.089362,False,True,RGB,184.997,299.968323,168.325394,82.606377,0.504405,125.211388,0.997922,7dee70e79e547fb41db9e66b9a129a55
img_b93fb01b5052,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.46 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.20.46 PM.png,420,338,1.242604,False,True,RGB,141.587,331.34375,175.203232,74.899551,0.581974,125.256775,0.998559,b93fb01b50529b73d4bf87d0ffb5287d
img_1ff04f55bf31,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.56 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.20.56 PM.png,442,360,1.227778,False,True,RGB,140.148,327.877502,171.394714,77.32473,0.59717,124.73798,0.995178,1ff04f55bf31dab1c65e65328f36a5ed
img_33e8c60eecfb,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.22.00 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.22.00 PM.png,418,408,1.02451,False,True,RGB,185.402,322.822357,153.713089,74.565201,0.628828,124.898722,0.99725,33e8c60eecfb9591370d4098d9879d3c
img_c453b6b05a23,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.02 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.02 PM.png,238,254,0.937008,False,True,RGB,64.52,390.44162,164.975189,83.935448,0.483491,125.632781,0.997634,c453b6b05a23b39be535bf94f1b2383e
img_4244ee0cf983,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,404,392,1.030612,False,True,RGB,188.935,289.560974,156.089661,71.236092,0.680459,121.462191,0.996173,4244ee0cf9836e4cca108fd168c6260d
img_994d819673b0,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.40 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.40 PM.png,320,318,1.006289,False,True,RGB,96.869,283.983582,176.676193,80.123367,0.486605,123.723659,0.998093,994d819673b05e58758d36811a353442
img_4d183dacd2e5,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,386,360,1.072222,False,True,RGB,147.206,310.914886,161.238739,78.163612,0.56706,125.209415,0.995832,4d183dacd2e5b25203b1a3fb33c473a8
img_4d414233fcfd,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,336,330,1.018182,False,True,RGB,117.872,286.744843,149.282776,81.500732,0.576802,122.245474,0.988857,4d414233fcfde42c1d3a302caef19a37
img_a80e7130d068,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.35 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.35 PM.png,424,404,1.049505,False,True,RGB,154.622,270.670288,141.861908,82.088188,0.523486,122.563783,0.998591,a80e7130d06847cfc0f51ed390bf604d
img_b6fd0ecf61a3,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,334,300,1.113333,False,True,RGB,96.95,323.175232,171.359406,80.878548,0.485904,125.881989,0.998353,b6fd0ecf61a339afed15b8976000ed1d
img_b4350503aa9d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,328,324,1.012346,False,True,RGB,115.954,307.767883,133.721176,83.791183,0.583498,122.470407,0.99228,b4350503aa9d7f35d7e8670d5a97924a
img_6b59f67f5d16,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,258,252,1.02381,False,True,RGB,60.858,290.317108,173.645432,80.320328,0.485078,125.062255,0.997781,6b59f67f5d16a0434be07a186f3fbd24
img_fc274147b098,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.38 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.33.38 PM.png,310,308,1.006494,False,True,RGB,118.426,296.877747,136.062531,74.198341,0.672367,123.343985,0.987605,fc274147b098c5644e9819410165f6ee
img_b8615196e45d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,400,338,1.183432,False,True,RGB,158.734,446.882812,168.678131,76.460312,0.56816,125.88896,0.994828,b8615196e45d7a9207097e09958cf7c7
img_cd82f2171fca,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,384,390,0.984615,False,True,RGB,191.165,354.723267,144.860199,84.01236,0.504635,115.560176,0.995319,cd82f2171fca097fb667b563f2b27c07
img_5caa0866e918,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.34.49 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.34.49 PM.png,286,270,1.059259,False,True,RGB,62.489,270.981384,182.270584,82.044136,0.408429,125.786519,0.997595,5caa0866e918c81b66652830df991f70
img_b96cff6fd2c9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.35.10 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.35.10 PM.png,362,318,1.138365,False,True,RGB,111.961,298.260986,176.937851,75.646484,0.582222,122.035737,0.998368,b96cff6fd2c920994205c4a18015ea5f
img_d282ec795ae0,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,250,230,1.086957,False,True,RGB,60.583,370.336731,179.429047,76.36393,0.514174,122.661062,0.9988,d282ec795ae03fee9705317551eb40cb
img_08c212ef5e32,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.36.06 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.36.06 PM.png,240,242,0.991736,False,True,RGB,78.952,396.158325,159.199524,78.247665,0.53917,121.369848,0.99864,08c212ef5e32b79c16e0a4d1d52f3275
img_3ff5fcda3c5c,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,464,396,1.171717,False,True,RGB,210.828,372.84668,149.96344,80.316116,0.554831,123.096954,0.964145,3ff5fcda3c5c2d2d8816e96bb0e7b54f
img_9c4201ffda2a,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,300,266,1.12782,False,True,RGB,94.329,316.431519,151.052979,80.894379,0.543072,122.400628,0.965257,9c4201ffda2a893f8ae576f50bdb7962
img_1951abc58cd7,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,386,386,1.0,True,False,RGB,178.351,309.904175,153.134949,74.720146,0.634766,124.245103,0.994705,1951abc58cd75ba75616631117292e11
img_7389bfed1e62,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,226,202,1.118812,False,True,RGB,55.731,445.221375,147.009155,81.944916,0.593797,119.504012,0.997919,7389bfed1e627fec72aac2b843396e2e
img_938923257970,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,588,440,1.336364,False,True,RGB,240.668,403.11322,148.593964,88.910965,0.469299,125.7766,0.997477,938923257970beaefca1cfbccf76f4a9
img_595a4fe47b58,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.13 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.13 PM.png,182,192,0.947917,False,True,RGB,36.521,506.226685,179.916382,82.55809,0.423334,125.983794,0.997854,595a4fe47b5850296122a7299995e701
img_44ae9deb2c46,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,200,208,0.961538,False,True,RGB,40.873,460.410431,180.572479,82.998314,0.420625,126.098676,0.998582,44ae9deb2c46bc316725cc87b37487e5
img_be64195a3e42,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.20 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.20 PM.png,458,452,1.013274,False,True,RGB,202.346,321.304688,162.99379,73.722679,0.593982,123.852433,0.99841,be64195a3e4288f575497e85e12e092f
img_5e5b0c268774,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,344,322,1.068323,False,True,RGB,78.512,292.738037,173.550232,86.383026,0.409749,125.869697,0.995508,5e5b0c26877488bc6210b6e6f154c34f
img_50d19768c7ba,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.35 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.35 PM.png,334,358,0.932961,False,True,RGB,149.649,375.806885,166.335419,75.220161,0.567697,124.193498,0.997369,50d19768c7bad6bfd58575e03725b7dc
img_22038eb5dfc9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.44 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.44 PM.png,232,202,1.148515,False,True,RGB,50.155,439.620544,154.167282,91.104698,0.4241,123.772568,0.998698,22038eb5dfc9ab9a78c9abb214cd4f99
