image_id,source,quality_label,fruit_type,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,image_hash,resolved_image_path,is_valid_image,validated_width,validated_height,validated_mode,validation_error,area_ratio,diameter_norm,bbox_width_norm,bbox_height_norm,original_width,original_height,size_estimation_status,size_label,split,processed_path
img_5d274c638a50,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,386,360,1.072222,False,True,RGB,147.206,5d274c638a505bb9a72f48b877956225,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.23.51 PM.png,True,386,360,RGB,,0.29998779296875,0.6180261490791773,1.0,0.9296875,386,360,estimated,small,train,data/processed/train/bad/img_5d274c638a50.jpg
img_5cd63d84a3c4,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,334,300,1.113333,False,True,RGB,96.95,5cd63d84a3c4b36386626e2800d30a9b,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,True,334,300,RGB,,0.29998779296875,0.6180261490791773,1.0,0.8984375,334,300,estimated,small,train,data/processed/train/bad/img_5cd63d84a3c4.jpg
img_22dacc3d7a4d,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,328,324,1.012346,False,True,RGB,115.954,22dacc3d7a4d482f6705e8c25858c513,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,True,328,324,RGB,,0.128662109375,0.40474397532920825,1.0,0.984375,328,324,estimated,small,train,data/processed/train/bad/img_22dacc3d7a4d.jpg
img_481a67e3a53c,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,258,252,1.02381,False,True,RGB,60.858,481a67e3a53c2739f7143cb2b37c8cfa,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,True,258,252,RGB,,0.29998779296875,0.6180261490791773,1.0,0.9765625,258,252,estimated,small,train,data/processed/train/bad/img_481a67e3a53c.jpg
img_429e25d21511,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,384,390,0.984615,False,True,RGB,191.165,429e25d21511bebfb8c8996d0c5623e3,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.34.36 PM.png,True,384,390,RGB,,0.29998779296875,0.6180261490791773,0.984375,1.0,384,390,estimated,small,train,data/processed/train/bad/img_429e25d21511.jpg
img_578de98f1428,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,250,230,1.086957,False,True,RGB,60.583,578de98f14283bdf8a288fefc9d01887,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.35.38 PM.png,True,250,230,RGB,,0.29998779296875,0.6180261490791773,1.0,0.921875,250,230,estimated,small,train,data/processed/train/bad/img_578de98f1428.jpg
img_973201930b4c,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,464,396,1.171717,False,True,RGB,210.828,973201930b4cd96c61e97440795a2be2,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,True,464,396,RGB,,0.29998779296875,0.6180261490791773,1.0,0.8515625,464,396,estimated,small,train,data/processed/train/bad/img_973201930b4c.jpg
img_878d114834ce,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,300,266,1.12782,False,True,RGB,94.329,878d114834ce6f1eaad1bd6ac6b7d1b8,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,True,300,266,RGB,,0.2999267578125,0.6179632744517112,1.0,0.8828125,300,266,estimated,small,train,data/processed/train/bad/img_878d114834ce.jpg
img_cb3de528f0a9,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,386,386,1.0,True,False,RGB,178.351,cb3de528f0a96fcd0db875a8cc94a9ff,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,True,386,386,RGB,,0.29998779296875,0.6180261490791773,1.0,1.0,386,386,estimated,small,train,data/processed/train/bad/img_cb3de528f0a9.jpg
img_8512c268649a,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,226,202,1.118812,False,True,RGB,55.731,8512c268649acfc443c70b157f623bbf,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,True,226,202,RGB,,0.29998779296875,0.6180261490791773,1.0,0.890625,226,202,estimated,small,train,data/processed/train/bad/img_8512c268649a.jpg
img_39c26775b06f,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,588,440,1.336364,False,True,RGB,240.668,39c26775b06f6f4416bf133fd292e784,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,True,588,440,RGB,,0.29998779296875,0.6180261490791773,1.0,0.75,588,440,estimated,small,train,data/processed/train/bad/img_39c26775b06f.jpg
img_de9566688804,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,200,208,0.961538,False,True,RGB,40.873,de956668880403cf906d13fe8822ff42,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,True,200,208,RGB,,0.29998779296875,0.6180261490791773,0.9609375,1.0,200,208,estimated,small,train,data/processed/train/bad/img_de9566688804.jpg
img_5e75df383b3b,own,bad,apple,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,344,322,1.068323,False,True,RGB,78.512,5e75df383b3b38c6efa706fd00949632,C:\Users\renzi\PycharmProjects\proyecto-final-apo-3\data\raw\propias\Bad_Quality_Fruits\Apple_Bad\rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,True,344,322,RGB,,0.29998779296875,0.6180261490791773,1.0,0.9375,344,322,estimated,small,train,data/processed/train/bad/img_5e75df383b3b.jpg
